,date,visitor,home,visitor_score,home_score,visitor_first_downs,visitor_net_yards,visitor_total_plays,visitor_avg_gain,visitor_time_of_possession,home_first_downs,home_net_yards,home_total_plays,home_avg_gain,home_time_of_possession
3286,2013-12-22,Indianapolis,Kansas City,23,7,19,367,72,5.1,38:20,18,287,53,5.4,21:40
3287,2013-12-22,Oakland,San Diego,13,26,14,265,54,4.9,25:18,24,344,67,5.1,34:42
3288,2013-12-22,Cleveland,NY Jets,13,24,19,283,64,4.4,27:17,25,422,76,5.6,32:43
3289,2013-12-22,NY Giants,Detroit,23,20,15,279,65,4.3,29:43,24,355,80,4.4,37:45
3290,2013-12-22,Arizona,Seattle,17,10,16,307,70,4.4,37:24,10,192,51,3.8,22:36
3291,2013-12-22,Pittsburgh,Green Bay,38,31,21,343,59,5.8,26:40,26,370,72,5.1,33:20
3292,2013-12-22,New England,Baltimore,41,7,21,300,62,4.8,31:58,19,358,74,4.8,28:02
3293,2013-12-22,Chicago,Philadelphia,11,54,18,257,63,4.1,29:40,28,514,63,8.2,30:20
3294,2013-12-23,Atlanta,San Francisco,24,34,25,402,69,5.8,30:28,20,379,54,7.0,29:32
3295,2013-12-29,NY Jets,Miami,20,7,22,374,70,5.3,32:24,18,296,62,4.8,27:36
3296,2013-12-29,Washington,NY Giants,6,20,12,251,75,3.3,28:21,14,278,68,4.1,31:39
3297,2013-01-05,Minnesota,Green Bay,10,24,17,324,62,5.2,27:02,20,326,67,4.9,32:58
3298,2013-12-29,Jacksonville,Indianapolis,10,30,19,350,70,5.0,26:20,23,379,70,5.4,33:40
3299,2013-01-05,Cincinnati,Houston,13,19,12,198,48,4.1,21:11,24,420,77,5.5,38:49
3300,2013-01-06,Indianapolis,Baltimore,9,24,25,419,87,4.8,37:32,18,439,56,7.8,22:28
3301,2013-01-06,Seattle,Washington,24,14,22,380,68,5.6,34:20,15,203,54,3.8,25:40
3302,2013-01-12,Green Bay,San Francisco,31,45,20,352,56,6.3,21:59,29,579,75,7.7,38:01
3303,2013-01-13,Houston,New England,28,41,25,425,75,5.7,31:24,24,457,65,7.0,28:36
3304,2013-01-13,Seattle,Atlanta,28,30,28,491,66,7.4,28:47,24,417,61,6.8,31:13
3305,2013-01-12,Baltimore,Denver,38,35,21,479,74,6.5,36:36,30,398,87,4.6,40:06
3306,2013-01-20,Baltimore,New England,28,13,25,356,71,5.0,31:06,28,428,82,5.2,28:54
3307,2013-02-03,Baltimore,San Francisco,34,31,21,367,70,5.2,32:23,23,468,60,7.8,27:37
3308,2012-01-22,NY Giants,San Francisco,20,17,20,352,90,3.9,39:36,15,328,57,5.8,28:18
3309,2013-01-20,San Francisco,Atlanta,28,24,21,373,51,7.3,27:56,27,477,66,7.2,32:04
3311,2012-02-05,NY Giants,New England,21,17,26,396,71,5.6,37:05,21,349,62,5.6,22:55
3321,2016-01-03,New Orleans,Atlanta,20,17,24,390,65,6.0,29:34,25,414,63,6.6,30:26
3322,2016-01-03,Baltimore,Cincinnati,16,24,22,341,78,4.4,29:13,17,292,57,5.1,30:47
3323,2016-01-03,Pittsburgh,Cleveland,28,12,16,379,55,6.9,26:03,22,263,76,3.5,33:57
3324,2016-01-03,Jacksonville,Houston,6,30,11,215,54,4.0,24:23,25,402,74,5.4,35:37
3325,2016-01-03,Tennessee,Indianapolis,24,30,14,231,58,4.0,26:43,20,327,71,4.6,33:17
3326,2016-01-03,Philadelphia,NY Giants,35,30,23,435,65,6.7,28:06,30,502,81,6.2,31:54
3327,2016-01-03,Tampa Bay,Carolina,10,38,21,386,71,5.4,28:10,23,366,62,5.9,31:50
3328,2016-01-03,Washington,Dallas,34,23,19,437,63,6.9,33:58,27,512,68,7.5,26:02
3329,2016-01-03,Detroit,Chicago,24,20,22,349,64,5.5,32:30,16,342,52,6.6,27:30
3330,2016-01-03,Oakland,Kansas City,17,23,14,205,55,3.7,25:05,23,339,65,5.2,34:55
3331,2016-01-03,Seattle,Arizona,36,6,22,354,69,5.1,36:37,16,232,58,4.0,23:23
3332,2016-01-03,St. Louis,San Francisco,16,19,21,364,71,5.1,38:30,21,458,78,5.9,33:03
3333,2016-01-03,San Diego,Denver,20,27,15,317,67,4.7,34:32,21,503,65,7.7,25:28
3336,2016-01-03,Minnesota,Green Bay,20,13,14,242,49,4.9,24:18,19,350,75,4.7,35:42
3337,2016-01-09,Kansas City,Houston,30,0,18,314,62,5.1,34:25,14,226,62,3.6,25:35
3416,2016-12-24,Arizona,Seattle,34,31,21,370,57,6.5,26:18,24,391,78,5.0,33:42
3417,2016-12-24,Cincinnati,Houston,10,12,15,294,63,4.7,28:54,17,250,57,4.4,31:06
3418,2016-12-24,San Francisco,Los Angeles,22,21,21,323,70,4.6,31:03,13,177,57,3.1,28:57
3419,2016-12-25,Baltimore,Pittsburgh,27,31,22,368,72,5.1,34:37,23,406,55,7.4,25:23
3420,2017-01-01,Carolina,Tampa Bay,16,17,18,335,67,5.0,32:24,18,300,63,4.8,27:36
3421,2017-01-01,Houston,Tennessee,17,24,20,289,74,3.9,29:08,16,236,59,4.0,30:52
3422,2017-01-01,Baltimore,Cincinnati,10,27,22,335,70,4.8,29:18,25,371,67,5.5,30:42
3423,2016-12-25,Denver,Kansas City,10,33,14,246,57,4.3,21:59,23,484,74,6.5,38:01
3424,2016-12-26,Detroit,Dallas,21,42,23,319,70,4.6,30:43,23,375,52,7.2,29:17
3443,2013-12-29,Cleveland,Pittsburgh,7,20,15,300,64,4.7,29:43,17,292,61,4.8,30:17
3446,2013-12-29,Baltimore,Cincinnati,17,34,17,222,66,3.4,26:03,21,392,66,5.9,33:57
3447,2013-12-29,Detroit,Minnesota,13,14,14,245,60,4.1,32:37,19,345,56,6.2,27:23
3448,2013-12-29,Houston,Tennessee,10,16,19,288,57,5.1,27:45,17,311,61,5.1,32:15
3449,2013-12-29,Carolina,Atlanta,21,20,16,283,57,5.0,25:34,20,307,69,4.4,34:26
3450,2013-12-29,Green Bay,Chicago,33,28,25,473,76,6.2,35:09,17,345,49,7.0,24:51
3451,2013-12-29,Tampa Bay,New Orleans,17,42,18,290,62,4.7,25:48,21,468,62,7.5,34:12
3452,2013-12-29,St. Louis,Seattle,9,27,11,158,50,3.2,26:20,20,269,63,4.3,33:40
3453,2013-12-29,Buffalo,New England,20,34,19,393,68,5.8,27:13,24,382,68,5.6,32:47
3454,2013-12-29,Kansas City,San Diego,24,27,22,332,69,4.8,34:36,19,405,72,5.6,37:08
3455,2013-12-29,Denver,Oakland,34,14,28,458,73,6.3,35:29,17,255,60,4.2,24:31
3456,2013-12-29,San Francisco,Arizona,23,20,19,375,59,6.4,27:40,19,482,72,6.7,32:20
3457,2014-01-04,New Orleans,Philadelphia,26,24,26,434,68,6.4,34:53,17,256,57,4.5,25:07
3458,2014-01-04,Kansas City,Indianapolis,44,45,30,513,80,6.4,37:33,28,536,65,8.2,22:27
3459,2013-12-29,Philadelphia,Dallas,24,22,21,366,66,5.5,29:43,21,414,64,6.5,30:17
3460,2014-01-05,San Diego,Cincinnati,27,10,16,318,57,5.6,29:28,27,439,79,5.6,30:32
3461,2014-01-05,San Francisco,Green Bay,23,20,22,381,63,6.0,29:06,18,281,61,4.6,30:54
3462,2014-01-11,Indianapolis,New England,22,43,16,386,65,5.9,25:00,23,419,73,5.7,35:00
3463,2014-01-11,New Orleans,Seattle,15,23,25,404,70,5.8,30:30,13,277,56,4.9,29:30
3476,2010-01-03,Indianapolis,Buffalo,7,30,11,157,52,3.0,22:26,19,403,67,6.0,37:34
3477,2016-01-09,Pittsburgh,Cincinnati,18,16,21,369,69,5.3,30:37,19,279,68,4.1,29:23
3478,2016-01-16,Kansas City,New England,20,27,27,378,83,4.6,37:51,21,340,56,6.1,22:09
3479,2016-01-10,Green Bay,Washington,35,18,24,346,69,5.0,29:33,20,354,70,5.1,30:27
3480,2016-01-10,Seattle,Minnesota,10,9,13,226,56,4.0,27:34,14,183,56,3.3,32:26
3481,2016-01-17,Pittsburgh,Denver,16,23,16,396,59,6.7,28:27,19,324,71,4.6,31:33
3482,2016-01-16,Green Bay,Arizona,20,26,18,386,67,5.8,30:14,20,368,63,5.8,30:51
3483,2016-01-24,New England,Denver,18,20,20,336,77,4.4,30:12,12,244,65,3.8,29:48
3485,2016-01-17,Seattle,Carolina,24,31,23,403,65,6.2,24:22,19,295,64,4.6,35:38
3486,2016-01-24,Arizona,Carolina,15,49,21,287,60,4.8,23:21,21,476,66,7.2,36:39
3488,2016-02-07,Carolina,Denver,10,24,21,315,75,4.2,32:47,11,194,56,3.5,27:13
3555,2017-01-01,Jacksonville,Indianapolis,20,24,23,470,71,6.6,29:36,24,384,67,5.7,30:24
3557,2017-01-01,Chicago,Minnesota,10,38,19,323,59,5.5,29:48,21,374,62,6.0,30:12
3558,2017-01-01,Cleveland,Pittsburgh,24,27,27,437,77,5.7,38:54,21,312,69,4.5,33:09
3559,2017-01-01,Buffalo,NY Jets,10,30,14,230,62,3.7,28:33,18,329,61,5.4,31:27
3560,2017-01-01,New Orleans,Atlanta,32,38,26,473,75,6.3,30:15,25,465,59,7.9,29:45
3561,2017-01-01,New England,Miami,35,14,22,396,63,6.3,31:22,16,280,57,4.9,28:38
3562,2017-01-01,Dallas,Philadelphia,13,27,15,195,53,3.7,24:18,24,346,75,4.6,35:42
3563,2017-01-01,NY Giants,Washington,19,10,17,332,68,4.9,35:52,16,284,54,5.3,24:08
3564,2017-01-01,Arizona,Los Angeles,44,6,21,344,67,5.1,27:58,9,123,57,2.2,32:02
3565,2017-01-01,Oakland,Denver,6,24,11,221,50,4.4,24:35,18,349,67,5.2,35:25
3566,2017-01-01,Kansas City,San Diego,37,27,26,365,60,6.1,30:48,26,398,64,6.2,29:12
3568,2017-01-01,Green Bay,Detroit,31,24,28,448,71,6.3,34:09,24,408,64,6.4,25:51
3570,2017-01-01,Seattle,San Francisco,25,23,18,376,65,5.8,29:34,14,253,58,4.4,30:26
3593,2014-01-12,San Diego,Denver,17,24,13,259,49,5.3,24:33,26,363,70,5.2,35:27
3595,2014-01-19,New England,Denver,16,26,19,320,56,5.7,24:16,27,507,71,7.1,35:44
3596,2014-01-12,San Francisco,Carolina,23,10,21,315,65,4.8,29:55,18,325,54,6.0,30:05
3597,2014-02-02,Seattle,Denver,43,8,17,341,55,6.2,31:53,18,306,64,4.8,28:07
3598,2014-01-19,San Francisco,Seattle,17,23,16,308,54,5.7,28:32,14,308,58,5.3,31:28
3599,2010-01-03,Jacksonville,Cleveland,17,23,18,328,66,5.0,27:02,18,300,60,5.0,32:58
3600,2010-01-03,New Orleans,Carolina,10,23,14,213,61,3.5,29:22,15,327,62,5.3,30:38
3601,2010-01-03,Chicago,Detroit,37,23,22,418,66,6.3,29:13,18,349,61,5.7,30:47
3602,2010-01-03,Atlanta,Tampa Bay,20,10,24,397,73,5.4,35:29,13,206,55,3.7,24:31
3603,2010-01-03,New England,Houston,27,34,21,317,59,5.4,28:26,29,439,67,6.6,31:34
3604,2010-01-03,San Francisco,St. Louis,28,6,16,329,63,5.2,33:08,6,109,62,1.8,26:52
3605,2010-01-03,NY Giants,Minnesota,7,44,11,181,43,4.2,23:08,28,487,69,7.1,36:52
3606,2010-01-03,Pittsburgh,Miami,30,24,22,403,67,6.0,32:09,20,303,58,5.2,27:51
3686,2017-01-08,Miami,Pittsburgh,12,30,18,305,62,4.9,32:02,19,367,54,6.8,27:58
3687,2017-01-07,Oakland,Houston,14,27,16,203,69,2.9,26:31,19,291,69,4.2,33:29
3689,2017-01-07,Detroit,Seattle,6,26,13,231,50,4.6,23:21,24,387,71,5.5,36:39
3690,2017-01-08,NY Giants,Green Bay,13,38,15,365,63,5.8,25:29,23,406,70,5.8,34:31
3691,2017-01-15,Green Bay,Dallas,34,31,27,413,63,6.6,29:46,25,429,64,6.7,30:14
3692,2017-01-14,Houston,New England,16,34,14,285,66,4.3,32:30,20,377,67,5.6,27:30
3693,2017-01-14,Seattle,Atlanta,20,36,17,309,54,5.7,26:41,28,422,69,6.1,33:19
3694,2017-01-15,Pittsburgh,Kansas City,18,16,20,389,66,5.9,34:13,16,227,49,4.6,25:47
3695,2017-01-22,Green Bay,Atlanta,21,44,24,367,64,5.7,26:21,30,493,68,7.2,33:39
3696,2017-02-05,New England,Atlanta,34,28,37,546,93,5.9,40:31,17,344,46,7.5,23:27
3698,2017-01-22,Pittsburgh,New England,17,36,22,368,67,5.5,28:34,26,431,71,6.1,31:26
3725,2010-01-03,Philadelphia,Dallas,0,24,10,228,50,4.6,19:37,21,474,68,7.0,40:23
3727,2010-01-03,Green Bay,Arizona,33,7,24,345,64,5.4,37:27,13,187,45,4.2,22:33
3728,2010-01-03,Washington,San Diego,20,23,18,341,65,5.2,32:33,19,364,63,5.8,27:27
3729,2010-01-03,Tennessee,Seattle,17,13,19,304,67,4.5,32:22,16,309,60,5.2,27:38
3730,2010-01-03,Cincinnati,NY Jets,0,37,5,72,40,1.8,18:46,21,320,73,4.4,41:14
3731,2010-01-03,Baltimore,Oakland,21,13,16,330,58,5.7,27:46,20,325,62,5.2,32:14
3732,2010-01-03,Kansas City,Denver,44,24,22,524,60,8.7,26:57,30,512,80,6.4,33:03
3733,2010-01-09,NY Jets,Cincinnati,24,14,15,353,56,6.3,33:02,18,281,61,4.6,26:58
3734,2010-01-09,Philadelphia,Dallas,14,34,17,340,56,6.1,20:26,27,426,72,5.9,39:34
3735,2010-01-16,Arizona,New Orleans,14,45,15,359,52,6.9,23:33,27,418,66,6.3,36:27
3736,2010-01-10,Baltimore,New England,33,14,16,268,62,4.3,32:21,15,196,63,3.1,27:39
3738,2010-01-10,Green Bay,Arizona,45,51,32,493,67,7.4,29:51,30,531,57,9.3,31:27
3844,2010-01-16,Baltimore,Indianapolis,3,20,12,270,55,4.9,26:02,22,275,71,3.9,33:58
3845,2010-01-17,NY Jets,San Diego,17,14,14,262,63,4.2,31:31,18,344,60,5.7,28:29
3846,2010-01-17,Dallas,Minnesota,3,34,16,248,66,3.8,30:34,16,323,60,5.4,29:26
3848,2010-01-24,Minnesota,New Orleans,28,31,31,475,82,5.8,36:49,15,257,55,4.7,27:56
3850,2010-01-24,NY Jets,Indianapolis,17,30,17,388,60,6.5,28:35,27,461,65,7.1,31:25
3851,2010-02-07,New Orleans,Indianapolis,31,17,20,332,58,5.7,30:11,23,432,64,6.8,29:49
